assessment_id,factor_id,name,score_type,value_type
62827908-1916-4e58-8f03-6b9df8c7c6a5,SWIFTANA_RX_TOTALSCORE,Total Score,Raw,Percentile
62827908-1916-4e58-8f03-6b9df8c7c6a5,SWIFTANA_RX_TOTALSCORE,Total Score,Raw,Sten
62827908-1916-4e58-8f03-6b9df8c7c6a5,SWIFTANA_RX_TOTALSCORE,Total Score,Raw,T
62827908-1916-4e58-8f03-6b9df8c7c6a5,SWIFTANA_RX_TOTALSCORE,Total Score,Raw,Z
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_PACE_NUM,Pace,Raw,Percentile
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_PACE_NUM,Pace,Raw,Sten
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_PACE_NUM,Pace,Raw,T
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_PACE_NUM,Pace,Raw,Z
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_PACE_VERB,Pace,Raw,Percentile
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_PACE_VERB,Pace,Raw,Sten
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_PACE_VERB,Pace,Raw,T
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_PACE_VERB,Pace,Raw,Z
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_SUBSCORE_NUM,Numerical,Raw,Percentile
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_SUBSCORE_NUM,Numerical,Raw,Sten
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_SUBSCORE_NUM,Numerical,Raw,T
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_SUBSCORE_NUM,Numerical,Raw,Z
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_SUBSCORE_VERB,Verbal,Raw,Percentile
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_SUBSCORE_VERB,Verbal,Raw,Sten
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_SUBSCORE_VERB,Verbal,Raw,T
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_SUBSCORE_VERB,Verbal,Raw,Z
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_TOTALSCORE,Total Score,Raw,Percentile
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_TOTALSCORE,Total Score,Raw,Sten
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_TOTALSCORE,Total Score,Raw,T
d3dd8bf1-73ad-41dc-84c1-cccfba5464bf,SWIFTANAVN_RX_TOTALSCORE,Total Score,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_DIAG,Pace,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_DIAG,Pace,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_DIAG,Pace,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_DIAG,Pace,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_ERRCHK,Pace,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_ERRCHK,Pace,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_ERRCHK,Pace,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_ERRCHK,Pace,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_MECH,Pace,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_MECH,Pace,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_MECH,Pace,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_MECH,Pace,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_NUM,Pace,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_NUM,Pace,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_NUM,Pace,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_NUM,Pace,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_SPA,Pace,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_SPA,Pace,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_SPA,Pace,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_SPA,Pace,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_VERB,Pace,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_VERB,Pace,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_VERB,Pace,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_PACE_VERB,Pace,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_DIAG,Diagrammatic,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_DIAG,Diagrammatic,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_DIAG,Diagrammatic,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_DIAG,Diagrammatic,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_ERRCHK,Error Checking,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_ERRCHK,Error Checking,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_ERRCHK,Error Checking,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_ERRCHK,Error Checking,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_MECH,Mechanical,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_MECH,Mechanical,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_MECH,Mechanical,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_MECH,Mechanical,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_NUM,Numerical,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_NUM,Numerical,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_NUM,Numerical,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_NUM,Numerical,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_SPA,Spatial,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_SPA,Spatial,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_SPA,Spatial,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_SPA,Spatial,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_VERB,Verbal,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_VERB,Verbal,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_VERB,Verbal,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_SUBSCORE_VERB,Verbal,Raw,Z
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_TOTALSCORE,Total Score,Raw,Percentile
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_TOTALSCORE,Total Score,Raw,Sten
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_TOTALSCORE,Total Score,Raw,T
be83f750-6cda-4539-88f6-f50b8db0daa7,SWIFTAPP_RX_TOTALSCORE,Total Score,Raw,Z
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_ERRCHK,Pace,Raw,Percentile
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_ERRCHK,Pace,Raw,Sten
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_ERRCHK,Pace,Raw,T
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_ERRCHK,Pace,Raw,Z
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_NUM,Pace,Raw,Percentile
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_NUM,Pace,Raw,Sten
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_NUM,Pace,Raw,T
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_NUM,Pace,Raw,Z
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_VERB,Pace,Raw,Percentile
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_VERB,Pace,Raw,Sten
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_VERB,Pace,Raw,T
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_PACE_VERB,Pace,Raw,Z
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_ERRCHK,Error Checking,Raw,Percentile
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_ERRCHK,Error Checking,Raw,Sten
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_ERRCHK,Error Checking,Raw,T
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_ERRCHK,Error Checking,Raw,Z
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_NUM,Numerical,Raw,Percentile
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_NUM,Numerical,Raw,Sten
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_NUM,Numerical,Raw,T
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_NUM,Numerical,Raw,Z
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_VERB,Verbal,Raw,Percentile
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_VERB,Verbal,Raw,Sten
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_VERB,Verbal,Raw,T
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_SUBSCORE_VERB,Verbal,Raw,Z
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_TOTALSCORE,Total Score,Raw,Percentile
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_TOTALSCORE,Total Score,Raw,Sten
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_TOTALSCORE,Total Score,Raw,T
96cd4c90-71b7-41d8-87dd-66bf8ef28cd7,SWIFTCOMP_RX_TOTALSCORE,Total Score,Raw,Z
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_ABST,Pace,Raw,Percentile
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_ABST,Pace,Raw,Sten
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_ABST,Pace,Raw,T
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_ABST,Pace,Raw,Z
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_NUM,Pace,Raw,Percentile
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_NUM,Pace,Raw,Sten
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_NUM,Pace,Raw,T
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_NUM,Pace,Raw,Z
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_VERB,Pace,Raw,Percentile
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_VERB,Pace,Raw,Sten
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_VERB,Pace,Raw,T
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_PACE_VERB,Pace,Raw,Z
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_ABST,Abstract,Raw,Percentile
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_ABST,Abstract,Raw,Sten
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_ABST,Abstract,Raw,T
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_ABST,Abstract,Raw,Z
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_NUM,Numerical,Raw,Percentile
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_NUM,Numerical,Raw,Sten
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_NUM,Numerical,Raw,T
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_NUM,Numerical,Raw,Z
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_VERB,Verbal,Raw,Percentile
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_VERB,Verbal,Raw,Sten
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_VERB,Verbal,Raw,T
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_SUBSCORE_VERB,Verbal,Raw,Z
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_TOTALSCORE,Total Score,Raw,Percentile
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_TOTALSCORE,Total Score,Raw,Sten
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_TOTALSCORE,Total Score,Raw,T
1df70675-a331-47ae-a3a4-4ff235c036a0,SWIFTEXEC_RX_TOTALSCORE,Total Score,Raw,Z
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_DIAG,Pace,Raw,Percentile
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_DIAG,Pace,Raw,Sten
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_DIAG,Pace,Raw,T
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_DIAG,Pace,Raw,Z
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_MECH,Pace,Raw,Percentile
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_MECH,Pace,Raw,Sten
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_MECH,Pace,Raw,T
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_MECH,Pace,Raw,Z
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_SPA,Pace,Raw,Percentile
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_SPA,Pace,Raw,Sten
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_SPA,Pace,Raw,T
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_PACE_SPA,Pace,Raw,Z
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_SUBSCORE_DIAG,Diagrammatic,Raw,Percentile
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_SUBSCORE_DIAG,Diagrammatic,Raw,Sten
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_SUBSCORE_DIAG,Diagrammatic,Raw,T
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_SUBSCORE_DIAG,Diagrammatic,Raw,Z
1c02b020-81a1-4ba7-8926-67f955f8b410,SWIFTTECH_RX_SUBSCORE_MECH,Mechanical,Raw,Percentile
