geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone
2066756,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Maylands,,Australia/Perth
2066954,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Marion,,Australia/Adelaide
2066981,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Margaret River",,Australia/Perth
2067008,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Mardella,,Australia/Perth
2067069,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Manoora,,Australia/Adelaide
2067070,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Mannum,,Australia/Adelaide
2067119,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Mandurah,,Australia/Perth
2067214,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Maitland,,Australia/Adelaide
2067230,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Mahogany Creek",,Australia/Perth
2067242,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Magill,,Australia/Adelaide
2067260,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Maddington,,Australia/Perth
2067333,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Lyndoch,,Australia/Adelaide
2067412,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Lower Chittering",,Australia/Perth
2067474,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Longwood,,Australia/Adelaide
2067513,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Long Gully",,Australia/Adelaide
2067565,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Lobethal,,Australia/Adelaide
2067621,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Little Hampton",,Australia/Adelaide
2067746,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Light Pass",,Australia/Adelaide
2067760,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Lewiston,,Australia/Adelaide
2067792,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Leonora,,Australia/Perth
2067797,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Lenswood,,Australia/Adelaide
2067914,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Latham,,Australia/Perth
2067930,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Largs Bay",,Australia/Adelaide
2067951,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Langhorne Creek",,Australia/Adelaide
2068079,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Kwinana,,Australia/Perth
2068110,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Kununurra,,Australia/Perth
2068170,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Kuitpo,,Australia/Adelaide
2068198,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Korunye,,Australia/Adelaide
2068231,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Koorda,,Australia/Perth
2068269,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Koolunga,,Australia/Adelaide
2068391,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Kirwan,,Australia/Perth
2068416,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Kingston Park",,Australia/Adelaide
2068429,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Kingscote,,Australia/Adelaide
2068542,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Keswick,,Australia/Adelaide
2068569,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Kenwick,,Australia/Perth
2068574,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Kensington and Norwood",,Australia/Adelaide
2068594,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Kelmscott,,Australia/Perth
2068655,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,Katherine,,Australia/Darwin
2068688,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Karoonda,,Australia/Adelaide
2068693,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Karnup,,Australia/Perth
2068734,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Kapunda,,Australia/Adelaide
2068782,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Kangarilla,,Australia/Adelaide
2068823,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Kalgoorlie,,Australia/Perth
2068856,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Kadina,,Australia/Adelaide
2069163,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Jarrahdale,,Australia/Perth
2069194,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Jamestown,,Australia/Adelaide
2069265,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Ives,,Australia/Perth
2069358,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Inman Valley",,Australia/Adelaide
2069375,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Ingle Farm",,Australia/Adelaide
2069542,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hoyleton,,Australia/Adelaide
2069557,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Howe,,Australia/Adelaide
2069567,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hove,,Australia/Adelaide
2069646,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Hope Valley",,Australia/Adelaide
2069647,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Hopetoun,,Australia/Perth
2069762,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Hindmarsh Island",,Australia/Adelaide
2069812,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Highbury,,Australia/Perth
2069846,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Herne Hill",,Australia/Perth
2069887,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hendon,,Australia/Adelaide
2069920,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Heathfield,,Australia/Adelaide
2069974,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hawker,,Australia/Adelaide
2070009,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Harvey,,Australia/Perth
2070034,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Harrogate,,Australia/Adelaide
2070106,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Happy Valley",,Australia/Adelaide
2070143,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hammond,,Australia/Adelaide
2070160,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hamilton,,Australia/Adelaide
2070172,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Hamel,,Australia/Perth
2070185,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hallett,,Australia/Adelaide
2070212,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hahndorf,,Australia/Adelaide
2070216,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hackham,,Australia/Adelaide
2070292,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Gumeracha,,Australia/Adelaide
2070332,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Guildford,,Australia/Perth
2070422,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Greenock,,Australia/Adelaide
2070423,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Greenmount,,Australia/Perth
2070443,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Greenbushes,,Australia/Perth
2070515,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Grange,,Australia/Adelaide
2070571,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Gosnells,,Australia/Perth
2070633,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Gooseberry Hill",,Australia/Perth
2070667,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Goolwa,,Australia/Adelaide
2070711,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Golden Grove",,Australia/Adelaide
2070753,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Gnowangerup,,Australia/Perth
2070803,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Glen Osmond",,Australia/Adelaide
2070830,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Glenelg,,Australia/Adelaide
2070998,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Geraldton,,Australia/Perth
2071007,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Georgetown,,Australia/Adelaide
2071055,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Gawler River",,Australia/Adelaide
2071059,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Gawler,,Australia/Adelaide
2071233,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Freeling,,Australia/Adelaide
2071379,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Forrest,,Australia/Perth
2071536,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Fitzroy Crossing",,Australia/Perth
2071601,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Findon,,Australia/Adelaide
2071880,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Erskine,,Australia/Adelaide
2071961,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Encounter Bay",,Australia/Adelaide
2072096,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Elizabeth,,Australia/Adelaide
2072195,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Edwardstown,,Australia/Adelaide
2072333,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Eastern Creek",,Australia/Perth
2072402,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Dutton,,Australia/Adelaide
2072430,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Dunsborough,,Australia/Perth
2072677,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Donnybrook,,Australia/Perth
2072728,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Chidlow,,Australia/Perth
2072950,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Port Denison",,Australia/Perth
2073124,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,Darwin,,Australia/Darwin
2073139,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Darlington,,Australia/Adelaide
2073140,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Darlington,,Australia/Perth
2073153,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Darkan,,Australia/Perth
2073216,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Dalwallinu,,Australia/Perth
2073293,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Currency Creek",,Australia/Adelaide
2073298,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Curramulka,,Australia/Adelaide
2073354,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Cunderdin,,Australia/Perth
2073469,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Cromer,,Australia/Adelaide
2073523,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Craigburn Farm",,Australia/Adelaide
2073528,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Crafers,,Australia/Adelaide
2073543,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Cowirra,,Australia/Adelaide
2073603,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Cottesloe,,Australia/Perth
2073643,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Coromandel Valley",,Australia/Adelaide
2073969,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Coogee,,Australia/Perth
2073985,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Coober Pedy",,Australia/Adelaide
2074113,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Collie,,Australia/Perth
2074188,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Cockatoo Valley",,Australia/Adelaide
2074329,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Clare,,Australia/Adelaide
2074408,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Chittering,,Australia/Perth
2074512,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Cherry Gardens",,Australia/Adelaide
2074526,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Cheltenham,,Australia/Adelaide
2074700,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Caversham,,Australia/Perth
2074865,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Carnarvon,,Australia/Perth
2074927,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Cardup,,Australia/Perth
2075008,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Capel,,Australia/Perth
2075024,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Cannington,,Australia/Perth
2075056,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Campbelltown,,Australia/Adelaide
2075109,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Cambrai,,Australia/Adelaide
2075230,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Byford,,Australia/Perth
2075254,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Butler,,Australia/Adelaide
2075336,en,OC,Oceania,AU,Australia,QLD,Queensland,,,Burketown,,Australia/Brisbane
2075432,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Bunbury,,Australia/Perth
2075510,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Bull Creek",,Australia/Adelaide
2075661,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Bruce,,Australia/Adelaide
2075720,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Broome,,Australia/Perth
2075740,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Brookdale,,Australia/Perth
2075795,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Brighton,,Australia/Adelaide
2075806,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Bridgewater,,Australia/Adelaide
2075807,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Bridgetown,,Australia/Perth
2075887,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Bradbury,,Australia/Adelaide
2075895,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Boyup Brook",,Australia/Perth
2075909,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Boyanup,,Australia/Perth
2075988,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Boulder,,Australia/Perth
2076168,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Booborowie,,Australia/Adelaide
2076174,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Bonython,,Australia/Adelaide
2076209,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Bolivar,,Australia/Adelaide
2076246,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Boddington,,Australia/Perth
2076407,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Black Rock",,Australia/Adelaide
2076528,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Birdwood,,Australia/Adelaide
2076674,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Bickley,,Australia/Perth
2076699,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Beverley,,Australia/Perth
2076752,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Bentley,,Australia/Perth
2076817,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Bellevue,,Australia/Perth
2076918,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Bedford Park",,Australia/Adelaide
2076923,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Bedfordale,,Australia/Perth
2076944,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Beaumont,,Australia/Adelaide
2077026,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,Batchelor,,Australia/Darwin
2077030,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Bassendean,,Australia/Perth
2077296,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Balhannah,,Australia/Adelaide
2077347,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Balaklava,,Australia/Adelaide
2077454,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Australind,,Australia/Perth
2077456,en,OC,Oceania,AU,Australia,,,,,,,
2077476,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Augusta,,Australia/Perth
2077478,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Auburn,,Australia/Adelaide
2077503,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Ashton,,Australia/Adelaide
2077566,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Arno Bay",,Australia/Adelaide
2077641,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Applecross,,Australia/Perth
2077719,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Angle Vale",,Australia/Adelaide
2077823,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Altona,,Australia/Adelaide
2077870,en,OC,Oceania,AU,Australia,SA,"South Australia",,,"Allendale North",,Australia/Adelaide
2077895,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,"Alice Springs",,Australia/Darwin
2077935,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Aldinga,,Australia/Adelaide
2077937,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Aldgate,,Australia/Adelaide
2077963,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Albany,,Australia/Perth
2078025,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Adelaide,,Australia/Adelaide
2078127,en,AS,Asia,CX,"Christmas Island",,,,,"Flying Fish Cove",,Indian/Christmas
2078138,en,AS,Asia,CX,"Christmas Island",,,,,,,Indian/Christmas
2078313,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Eaton,,Australia/Perth
2078451,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Seacliff,,Australia/Adelaide
2078505,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Clapham,,Australia/Adelaide
2078513,en,OC,Oceania,AU,Australia,SA,"South Australia",,,Hindmarsh,,Australia/Adelaide
2078732,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Two Rocks",,Australia/Perth
2078766,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Quinns Rocks",,Australia/Perth
2078894,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"East Fremantle",,Australia/Perth
2078904,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Claremont,,Australia/Perth
2078907,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Bicton,,Australia/Perth
2078908,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Attadale,,Australia/Perth
2078909,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Shenton Park",,Australia/Perth
2078912,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Dalkeith,,Australia/Perth
2079183,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Warnbro,,Australia/Perth
2079186,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Wattleup,,Australia/Perth
2079189,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Mullaloo,,Australia/Perth
2079492,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,Exmouth,,Australia/Perth
2079686,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,"Stuart Park",,Australia/Darwin
2079691,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,Larrakeyah,,Australia/Darwin
2079692,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,Leanyer,,Australia/Darwin
2079693,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,Ludmilla,,Australia/Darwin
2079695,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,"Fannie Bay",,Australia/Darwin
2079696,en,OC,Oceania,AU,Australia,NT,"Northern Territory",,,Nightcliff,,Australia/Darwin
2079707,en,OC,Oceania,AU,Australia,WA,"Western Australia",,,"Glen Iris",,Australia/Perth
2080185,en,OC,Oceania,MH,"Marshall Islands",,,,,,,
2081175,en,OC,Oceania,FM,"Federated States of Micronesia",YAP,"State of Yap",,,,,Pacific/Chuuk
2081918,en,OC,Oceania,FM,"Federated States of Micronesia",,,,,,,
2082460,en,AS,Asia,ID,Indonesia,PA,Papua,,,Sentani,,Asia/Jayapura
2082600,en,AS,Asia,ID,Indonesia,PA,Papua,,,Jayapura,,Asia/Jayapura
2084246,en,OC,Oceania,PG,"Papua New Guinea",EPW,"Enga Province",,,Wabag,,Pacific/Port_Moresby
2084442,en,OC,Oceania,PG,"Papua New Guinea",SAN,"West Sepik Province",,,Vanimo,,Pacific/Port_Moresby
2087894,en,OC,Oceania,PG,"Papua New Guinea",EBR,"East New Britain Province",,,Rabaul,,Pacific/Port_Moresby
2088122,en,OC,Oceania,PG,"Papua New Guinea",NCD,"National Capital",,,"Port Moresby",,Pacific/Port_Moresby
2088163,en,OC,Oceania,PG,"Papua New Guinea",NPP,"Northern Province",,,Popondetta,,Pacific/Port_Moresby
2088179,en,OC,Oceania,PG,"Papua New Guinea",NPP,"Northern Province",,,Pongani,,Pacific/Port_Moresby
2088628,en,OC,Oceania,PG,"Papua New Guinea",,,,,,,
2088782,en,OC,Oceania,PG,"Papua New Guinea",GPK,"Gulf Province",,,Paivara,,Pacific/Port_Moresby
2090015,en,OC,Oceania,PG,"Papua New Guinea",WHM,"Western Highlands Province",,,Nambaga,,Pacific/Port_Moresby
2090020,en,OC,Oceania,PG,"Papua New Guinea",NIK,"New Ireland",,,Namatanai,,Pacific/Port_Moresby
2090409,en,OC,Oceania,PG,"Papua New Guinea",WHM,"Western Highlands Province",,,"Mt Hagen",,Pacific/Port_Moresby
2090990,en,OC,Oceania,PG,"Papua New Guinea",SHM,"Southern Highlands Province",,,Mendi,,Pacific/Port_Moresby
2091996,en,OC,Oceania,PG,"Papua New Guinea",MPM,"Madang Province",,,Madang,,Pacific/Port_Moresby
2092164,en,OC,Oceania,PG,"Papua New Guinea",MRL,"Manus Province",,,Lorengau,,Pacific/Port_Moresby
2092740,en,OC,Oceania,PG,"Papua New Guinea",MPL,"Morobe Province",,,Lae,,Pacific/Port_Moresby
2093020,en,OC,Oceania,PG,"Papua New Guinea",MRL,"Manus Province",,,Kupano,,Pacific/Port_Moresby
2093059,en,OC,Oceania,PG,"Papua New Guinea",CPK,"Chimbu Province",,,Kundiawa,,Pacific/Port_Moresby
2093685,en,OC,Oceania,PG,"Papua New Guinea",EBR,"East New Britain Province",,,Kokopo,,Pacific/Port_Moresby
2093967,en,OC,Oceania,PG,"Papua New Guinea",WBK,"West New Britain Province",,,Kimbe,,Pacific/Port_Moresby
2094003,en,OC,Oceania,PG,"Papua New Guinea",CPM,"Central Province",,,Kikori,,Pacific/Port_Moresby
2094144,en,OC,Oceania,PG,"Papua New Guinea",GPK,"Gulf Province",,,Kerema,,Pacific/Port_Moresby
2094342,en,OC,Oceania,PG,"Papua New Guinea",NIK,"New Ireland",,,Kavieng,,Pacific/Port_Moresby
2096742,en,OC,Oceania,PG,"Papua New Guinea",EHG,"Eastern Highlands Province",,,Goroka,,Pacific/Port_Moresby
2098329,en,OC,Oceania,PG,"Papua New Guinea",WPD,"Western Province",,,Daru,,Pacific/Port_Moresby
2100633,en,OC,Oceania,PG,"Papua New Guinea",NSA,Bougainville,,,Arawa,,Pacific/Bougainville
2100933,en,OC,Oceania,PG,"Papua New Guinea",ESW,"East Sepik Province",,,Ambunti,,Pacific/Port_Moresby
2101169,en,OC,Oceania,PG,"Papua New Guinea",SAN,"West Sepik Province",,,Aitape,,Pacific/Port_Moresby
2103350,en,OC,Oceania,SB,"Solomon Islands",,,,,,,Pacific/Guadalcanal
2108502,en,OC,Oceania,SB,"Solomon Islands",GU,"Guadalcanal Province",,,Honiara,,Pacific/Guadalcanal
2110141,en,OC,Oceania,KI,Kiribati,G,"Gilbert Islands",,,"Umwa Village",,Pacific/Tarawa
2110297,en,OC,Oceania,TV,Tuvalu,,,,,,,Pacific/Funafuti
2110394,en,OC,Oceania,TV,Tuvalu,FUN,Funafuti,,,Funafuti,,Pacific/Funafuti
2110425,en,OC,Oceania,NR,Nauru,,,,,,,Pacific/Nauru
2110450,en,OC,Oceania,NR,Nauru,02,Anabar,,,Anabar,,Pacific/Nauru
2110460,en,AS,Asia,JP,Japan,05,Akita,,,Yuzawa,,Asia/Tokyo
2110480,en,AS,Asia,JP,Japan,12,Chiba,,,Yotsukaido,,Asia/Tokyo
2110498,en,AS,Asia,JP,Japan,06,Yamagata,,,Yonezawa,,Asia/Tokyo
2110506,en,AS,Asia,JP,Japan,05,Akita,,,Yokotemachi,,Asia/Tokyo
2110535,en,AS,Asia,JP,Japan,04,Miyagi,,,Yanome,,Asia/Tokyo
2110556,en,AS,Asia,JP,Japan,06,Yamagata,,,Yamagata,,Asia/Tokyo
2110564,en,AS,Asia,JP,Japan,06,Yamagata,,,Yamanobe,,Asia/Tokyo
2110579,en,AS,Asia,JP,Japan,12,Chiba,,,Yachimata,,Asia/Tokyo
2110583,en,AS,Asia,JP,Japan,07,Fukushima-ken,,,Yabuki,,Asia/Tokyo
2110584,en,AS,Asia,JP,Japan,05,Akita,,,Yabasehoncho,,Asia/Tokyo
2110586,en,AS,Asia,JP,Japan,04,Miyagi,,,Watari,,Asia/Tokyo
2110596,en,AS,Asia,JP,Japan,04,Miyagi,,,Wakuya,,Asia/Tokyo
2110629,en,AS,Asia,JP,Japan,08,Ibaraki,,,Ushiku,,Asia/Tokyo
2110657,en,AS,Asia,JP,Japan,03,Iwate,,,Uchimaru,,Asia/Tokyo
2110667,en,AS,Asia,JP,Japan,04,Miyagi,,,Tsutsujigaoka,,Asia/Tokyo
2110681,en,AS,Asia,JP,Japan,08,Ibaraki,,,Tsukuba,,Asia/Tokyo
2110708,en,AS,Asia,JP,Japan,08,Ibaraki,,,Tsuchiara,,Asia/Tokyo
2110721,en,AS,Asia,JP,Japan,04,Miyagi,,,Toyomamachi-teraike,,Asia/Tokyo
2110729,en,AS,Asia,JP,Japan,08,Ibaraki,,,Toride,,Asia/Tokyo
2110735,en,AS,Asia,JP,Japan,03,Iwate,,,Tono,,Asia/Tokyo
2110744,en,AS,Asia,JP,Japan,04,Miyagi,,,Tomiya,,Asia/Tokyo
2110774,en,AS,Asia,JP,Japan,12,Chiba,,,Togane,,Asia/Tokyo
2110793,en,AS,Asia,JP,Japan,06,Yamagata,,,Tendo,,Asia/Tokyo
2110812,en,AS,Asia,JP,Japan,03,Iwate,,,Tateishi,,Asia/Tokyo
2110837,en,AS,Asia,JP,Japan,07,Fukushima-ken,,,Tanagura,,Asia/Tokyo
2110891,en,AS,Asia,JP,Japan,06,Yamagata,,,Takahata,,Asia/Tokyo
2110893,en,AS,Asia,JP,Japan,08,Ibaraki,,,Takahagi,,Asia/Tokyo
2110896,en,AS,Asia,JP,Japan,04,Miyagi,,,Takagi,,Asia/Tokyo
2110920,en,AS,Asia,JP,Japan,07,Fukushima-ken,,,Taira-minamishirado,,Asia/Tokyo
2110927,en,AS,Asia,JP,Japan,04,Miyagi,,,Tagajo-shi,,Asia/Tokyo
2110959,en,AS,Asia,JP,Japan,07,Fukushima-ken,,,Sukagawa,,Asia/Tokyo
2110965,en,AS,Asia,JP,Japan,07,Fukushima-ken,,,Suginomecho,,Asia/Tokyo
2110994,en,AS,Asia,JP,Japan,03,Iwate,,,Shizukuishi,,Asia/Tokyo
2111008,en,AS,Asia,JP,Japan,12,Chiba,,,Shisui,,Asia/Tokyo
2111016,en,AS,Asia,JP,Japan,04,Miyagi,,,Shiroishi,,Asia/Tokyo
2111018,en,AS,Asia,JP,Japan,12,Chiba,,,Shiroi,,Asia/Tokyo
2111030,en,AS,Asia,JP,Japan,07,Fukushima-ken,,,Shirakawa-machi,,Asia/Tokyo
2111049,en,AS,Asia,JP,Japan,04,Miyagi,,,Shiogama,,Asia/Tokyo
2111065,en,AS,Asia,JP,Japan,06,Yamagata,,,Shinjo,,Asia/Tokyo
2111106,en,AS,Asia,JP,Japan,04,Miyagi,,,Shimizukoji,,Asia/Tokyo
